gene_id	gene_name	chrom	start	end	strand	gene_biotype	n_transcripts	n_exons	family	is_pseudogene	pseudogene_criterion	span_source	exon_span_start	exon_span_end	span_agrees_tx_vs_exon	supercluster_id	is_primary_assembly
ENSMUSG00000093533	Vmn2r-ps119	17	19141467	19176588	+	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	19141467	19176588	1	V2R_chr17_sc018	1
ENSMUSG00000093776	Vmn2r-ps120	17	19279322	19304478	+	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	19279322	19304478	1	V2R_chr17_sc018	1
ENSMUSG00000090304	Vmn2r99	17	19362135	19394590	+	protein_coding	1	6	V2R	0	none	transcript	19362135	19394590	1	V2R_chr17_sc018	1
ENSMUSG00000093627	Vmn2r-ps121	17	19453325	19454522	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	19453325	19454522	1	V2R_chr17_sc018	1
ENSMUSG00000091859	Vmn2r100	17	19504811	19532060	+	protein_coding	1	6	V2R	0	none	transcript	19504811	19532060	1	V2R_chr17_sc018	1
ENSMUSG00000094892	Vmn2r101	17	19577231	19612317	+	protein_coding	1	6	V2R	0	none	transcript	19577231	19612317	1	V2R_chr17_sc018	1
ENSMUSG00000095961	Vmn2r102	17	19660399	19694748	+	protein_coding	1	6	V2R	0	none	transcript	19660399	19694748	1	V2R_chr17_sc018	1
ENSMUSG00000093592	Vmn2r-ps122	17	19727139	19728044	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	19727139	19728044	1	V2R_chr17_sc018	1
ENSMUSG00000091771	Vmn2r103	17	19773363	19812536	+	protein_coding	1	6	V2R	0	none	transcript	19773363	19812536	1	V2R_chr17_sc018	1
ENSMUSG00000093426	Vmn2r-ps123	17	19838565	19874206	+	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	19838565	19874206	1	V2R_chr17_sc018	1
ENSMUSG00000093642	Vmn2r-ps124	17	19937217	19938119	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	19937217	19938119	1	V2R_chr17_sc018	1
ENSMUSG00000093711	Vmn2r-ps125	17	19986868	19987798	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	19986868	19987798	1	V2R_chr17_sc018	1
ENSMUSG00000090315	Vmn2r104	17	20029425	20048205	-	protein_coding	1	6	V2R	0	none	transcript	20029425	20048205	1	V2R_chr17_sc018	1
ENSMUSG00000093401	Vmn2r-ps126	17	20080674	20141273	+	unprocessed_pseudogene	1	4	V2R	1	biotype+name	transcript	20080674	20141273	1	V2R_chr17_sc018	1
ENSMUSG00000091670	Vmn2r105	17	20208230	20234872	-	protein_coding	1	6	V2R	0	none	transcript	20208230	20234872	1	V2R_chr17_sc018	1
ENSMUSG00000091656	Vmn2r106	17	20267547	20285430	-	protein_coding	1	6	V2R	0	none	transcript	20267547	20285430	1	V2R_chr17_sc018	1
ENSMUSG00000093469	Vmn2r-ps127	17	20329640	20336408	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	20329640	20336408	1	V2R_chr17_sc018	1
ENSMUSG00000056910	Vmn2r107	17	20345425	20375772	+	protein_coding	1	6	V2R	0	none	transcript	20345425	20375772	1	V2R_chr17_sc018	1
ENSMUSG00000091805	Vmn2r108	17	20462373	20481236	-	protein_coding	1	6	V2R	0	none	transcript	20462373	20481236	1	V2R_chr17_sc018	1
ENSMUSG00000090572	Vmn2r109	17	20540517	20564756	-	protein_coding	1	6	V2R	0	none	transcript	20540517	20564756	1	V2R_chr17_sc018	1
ENSMUSG00000091259	Vmn2r110	17	20573829	20596259	-	protein_coding	1	6	V2R	0	none	transcript	20573829	20596259	1	V2R_chr17_sc018	1
ENSMUSG00000095093	Vmn2r111	17	22547941	22573273	-	protein_coding	1	6	V2R	0	none	transcript	22547941	22573273	1	V2R_chr17_sc019	1
ENSMUSG00000094921	Vmn2r112	17	22601148	22619133	+	protein_coding	1	6	V2R	0	none	transcript	22601148	22619133	1	V2R_chr17_sc019	1
ENSMUSG00000090355	Vmn2r-ps128	17	22916878	22932941	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	22916878	22932941	1	V2R_chr17_sc019	1
ENSMUSG00000092111	Vmn2r113	17	22943184	22958814	+	protein_coding	1	6	V2R	0	none	transcript	22943184	22958814	1	V2R_chr17_sc019	1
ENSMUSG00000094752	Vmn2r-ps129	17	22992706	23008970	+	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	22992706	23008970	1	V2R_chr17_sc019	1
ENSMUSG00000095658	Vmn2r-ps130	17	23061367	23077425	+	protein_coding	1	6	V2R	1	name	transcript	23061367	23077425	1	V2R_chr17_sc019	1
ENSMUSG00000096429	Vmn2r-ps131	17	23147806	23150676	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	23147806	23150676	1	V2R_chr17_sc019	1
ENSMUSG00000093714	Vmn2r-ps132	17	23167338	23167988	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	23167338	23167988	1	V2R_chr17_sc019	1
ENSMUSG00000093493	Vmn2r-ps133	17	23241650	23277178	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	23241650	23277178	1	V2R_chr17_sc019	1
ENSMUSG00000091945	Vmn2r114	17	23290934	23312313	-	protein_coding	1	6	V2R	0	none	transcript	23290934	23312313	1	V2R_chr17_sc019	1
ENSMUSG00000091076	Vmn2r115	17	23343977	23360128	+	protein_coding	1	6	V2R	0	none	transcript	23343977	23360128	1	V2R_chr17_sc019	1
ENSMUSG00000090966	Vmn2r116	17	23384803	23401864	+	protein_coding	1	6	V2R	0	none	transcript	23384803	23401864	1	V2R_chr17_sc019	1
ENSMUSG00000096270	Vmn2r-ps134	17	23441011	23446167	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	23441011	23446167	1	V2R_chr17_sc019	1
ENSMUSG00000091407	Vmn2r117	17	23459675	23479597	-	protein_coding	1	6	V2R	0	none	transcript	23459675	23479597	1	V2R_chr17_sc019	1
ENSMUSG00000091504	Vmn2r118	17	55592341	55624672	-	protein_coding	1	6	V2R	0	none	transcript	55592341	55624672	1	V2R_chr17_sc020	1
ENSMUSG00000090655	Vmn2r120	17	57508783	57545314	-	protein_coding	1	7	V2R	0	none	transcript	57508783	57545314	1	V2R_chr17_sc021	1
ENSMUSG00000072049	Vmn2r121	X	124127339	124135910	-	protein_coding	1	6	V2R	0	none	transcript	124127339	124135910	1	V2R_chrX_sc022	1
ENSMUSG00000101499	Vmn2r-ps139	Y	4005164	4016574	+	unprocessed_pseudogene	1	4	V2R	1	biotype+name	transcript	4005164	4016574	1	V2R_chrY_sc023	1
ENSMUSG00000101181	Vmn2r-ps149	Y	7665545	7666321	+	processed_pseudogene	1	2	V2R	1	biotype+name	transcript	7665545	7666321	1	V2R_chrY_sc024	1
ENSMUSG00000099175	Vmn2r118	CHR_MG4222_MG3908_PATCH	55592313	55624644	-	protein_coding	1	6	V2R	0	none	transcript	55592313	55624644	1	V2R_chrCHR_MG4222_MG3908_PATCH_sc025	0
ENSMUSG00000096730	Vmn2r122	JH584292.1	3536	11935	+	protein_coding	5	25	V2R	0	none	transcript	3536	11935	1	V2R_chrJH584292.1_sc026	0
